02/10/2014,09:35,189.33,194.67,189.30,193.07,437719,394289
02/10/2014,09:40,193.24,196.00,193.07,194.17,315810,301850
02/10/2014,09:45,194.16,195.15,193.99,194.85,161796,144926
02/10/2014,09:50,195.00,195.30,193.50,193.98,127053,165437
02/10/2014,09:55,193.99,194.00,192.80,193.24,116227,161600
02/10/2014,10:00,193.23,194.54,193.00,194.41,110600,88628
02/10/2014,10:05,194.45,194.49,192.81,193.21,74349,127784
02/10/2014,10:10,193.21,193.35,191.54,192.09,142892,174719
02/10/2014,10:15,191.86,192.73,191.80,192.10,130693,138996
02/10/2014,10:20,192.10,193.40,191.86,192.73,113922,86470
02/10/2014,10:25,192.85,194.38,192.57,194.34,78682,64187
02/10/2014,10:30,194.37,194.45,193.54,194.25,69933,57444
02/10/2014,10:35,194.32,194.35,193.07,193.27,44281,53454
02/10/2014,10:40,193.20,193.44,192.34,193.13,65567,70953
02/10/2014,10:45,193.23,193.90,192.87,193.35,44946,36113
02/10/2014,10:50,193.49,193.49,192.56,192.64,34431,54791
02/10/2014,10:55,192.61,193.20,192.25,192.79,54753,49499
02/10/2014,11:00,192.85,193.50,192.64,193.44,41179,38512
02/10/2014,11:05,193.44,193.87,193.14,193.35,70924,56931
02/10/2014,11:10,193.35,194.27,193.26,193.95,59188,33138
02/10/2014,11:15,194.07,194.25,193.87,193.90,33861,40852
02/10/2014,11:20,193.93,194.72,193.90,194.65,69977,41299
02/10/2014,11:25,194.64,194.99,194.50,194.87,51597,50681
02/10/2014,11:30,194.87,195.20,194.50,194.59,57340,57739
02/10/2014,11:35,194.51,194.87,194.50,194.56,29715,43000
02/10/2014,11:40,194.52,194.63,193.57,193.92,38467,57698
02/10/2014,11:45,193.93,194.40,193.91,194.28,27124,21512
02/10/2014,11:50,194.30,194.48,194.05,194.39,20804,13255
02/10/2014,11:55,194.39,195.29,194.31,194.93,76385,82972
02/10/2014,12:00,194.99,195.59,194.75,195.19,82430,53498
02/10/2014,12:05,195.19,195.26,194.81,195.10,62366,44885
02/10/2014,12:10,195.11,195.98,195.10,195.86,95734,54379
02/10/2014,12:15,195.84,196.48,195.50,196.26,140393,79972
02/10/2014,12:20,196.21,197.49,196.21,197.36,175408,106283
02/10/2014,12:25,197.35,198.20,197.19,198.00,128675,102569
02/10/2014,12:30,198.18,198.33,197.80,198.21,135416,125719
02/10/2014,12:35,198.23,198.69,197.66,198.67,123766,138673
02/10/2014,12:40,198.67,199.30,198.30,198.47,180877,165028
02/10/2014,12:45,198.47,198.60,197.44,198.25,131510,119494
02/10/2014,12:50,198.25,198.34,196.84,197.15,65467,108793
02/10/2014,12:55,197.17,197.40,196.76,197.24,67814,72297
02/10/2014,13:00,197.29,197.29,196.47,196.60,52874,65496
02/10/2014,13:05,196.67,197.39,196.61,197.05,47183,35955
02/10/2014,13:10,197.14,197.49,196.77,196.85,52143,50242
02/10/2014,13:15,196.81,196.97,195.65,195.76,54439,70869
02/10/2014,13:20,195.77,196.62,195.30,196.62,69557,69835
02/10/2014,13:25,196.63,197.75,196.53,197.66,93307,79199
02/10/2014,13:30,197.70,198.58,197.46,198.26,81252,66238
02/10/2014,13:35,198.23,198.46,197.64,197.75,61374,52976
02/10/2014,13:40,197.76,198.26,197.45,197.64,32670,38896
02/10/2014,13:45,197.60,197.86,197.00,197.04,28758,34860
02/10/2014,13:50,197.12,197.86,197.10,197.40,21732,25560
02/10/2014,13:55,197.41,197.75,197.18,197.18,29647,31685
02/10/2014,14:00,197.22,197.65,197.19,197.64,19366,15387
02/10/2014,14:05,197.66,197.75,197.44,197.60,11946,18417
02/10/2014,14:10,197.60,198.29,197.11,198.26,44986,54291
02/10/2014,14:15,198.20,198.50,198.06,198.39,45300,44633
02/10/2014,14:20,198.38,198.75,197.81,198.25,62729,77176
02/10/2014,14:25,198.29,198.65,198.00,198.27,42458,41022
02/10/2014,14:30,198.15,198.73,197.75,198.73,39995,56011
02/10/2014,14:35,198.62,199.11,198.55,198.94,109756,71058
02/10/2014,14:40,198.93,199.30,198.63,198.98,70683,65610
02/10/2014,14:45,199.00,199.00,198.14,198.37,46381,47985
02/10/2014,14:50,198.48,198.50,197.42,197.95,53010,51789
02/10/2014,14:55,197.84,198.24,197.76,197.87,35561,34159
02/10/2014,15:00,197.76,198.15,197.17,197.70,42724,52018
02/10/2014,15:05,197.55,197.99,197.09,197.47,31598,39590
02/10/2014,15:10,197.31,197.66,197.02,197.18,24657,44133
02/10/2014,15:15,197.03,197.42,196.80,197.14,35196,53327
02/10/2014,15:20,197.04,197.46,197.04,197.21,33956,24592
02/10/2014,15:25,197.16,197.35,196.58,196.98,34709,48455
02/10/2014,15:30,197.01,197.36,196.91,197.20,36297,48379
02/10/2014,15:35,197.13,197.32,196.66,196.67,33157,56853
02/10/2014,15:40,196.71,197.08,196.67,196.70,66682,56845
02/10/2014,15:45,196.70,197.20,196.70,197.20,85977,73546
02/10/2014,15:50,197.17,197.33,196.82,196.85,87484,66090
02/10/2014,15:55,196.92,197.09,196.73,197.00,67957,74367
02/10/2014,16:00,196.99,197.09,196.46,196.49,136620,176121
02/11/2014,09:35,199.00,202.20,197.67,199.26,444828,505600
02/11/2014,09:40,199.35,199.39,196.96,197.32,131294,188291
02/11/2014,09:45,197.28,199.40,197.25,198.09,108641,91597
02/11/2014,09:50,198.09,198.11,196.60,197.01,83520,149637
02/11/2014,09:55,197.18,197.46,195.35,195.61,135531,179089
02/11/2014,10:00,195.61,196.80,194.75,196.60,161048,157593
02/11/2014,10:05,196.78,196.80,194.85,195.79,129382,166592
02/11/2014,10:10,195.79,195.79,193.85,194.67,136201,146177
02/11/2014,10:15,194.84,194.93,193.67,194.37,98918,102322
02/11/2014,10:20,194.44,194.88,193.65,193.70,80545,84227
02/11/2014,10:25,193.70,194.59,192.70,194.52,194642,213544
02/11/2014,10:30,194.50,195.47,194.10,195.30,98968,123091
